url,url_length,domain_length,path_length,query_length,fragment_length,subdomain_count,special_char_count,digit_count,letter_count,suspicious_words_count,ip_in_domain,shortened_url,suspicious_tld,domain_age_days,ssl_certificate,redirect_count,suspicious_extension,url_depth,avg_word_length,entropy,suspicious_patterns,label
https://www.amazon.com/support,30,6,8,0,0,1,6,0,24,0,0,0,0,11258,1,0,0,1,4.8,3.8477426785812736,0,0
https://www.linkedin.com/blog,29,8,5,0,0,1,6,0,23,0,0,0,0,8335,1,0,0,1,4.6,4.1162646156680225,0,0
https://www.ibm.com/products,28,3,9,0,0,1,6,0,22,0,0,0,0,14407,1,0,0,1,4.4,3.8693312611115185,0,0
http://www.wikipedia.org/,25,9,1,0,0,1,6,0,19,0,0,0,0,8994,0,0,0,0,4.75,3.7034651896016464,0,0
https://www.slack.com/news?ref=223,34,5,5,7,0,1,8,3,23,0,0,0,0,11999,1,0,0,1,3.8333333333333335,4.278351811711311,0,0
http://www.youtube.com,22,7,0,0,0,1,5,0,17,0,0,0,0,7499,0,0,0,0,4.25,3.663532754804254,0,0
http://www.amazon.com/terms,27,6,6,0,0,1,6,0,21,0,0,0,0,11258,0,0,0,1,4.2,3.8282375018429557,0,0
http://www.adobe.com/privacy,28,5,8,0,0,1,6,0,22,0,0,0,0,14164,0,0,0,1,4.4,4.039148671903071,0,0
http://www.slack.com/login?page=241,35,5,6,8,0,1,8,3,24,1,0,0,0,11999,0,0,0,1,4.0,4.400432302535624,0,0
https://www.netflix.com/,24,7,1,0,0,1,6,0,18,0,0,0,0,10152,1,0,0,0,4.5,3.9072682296173897,0,0
https://www.github.com/support,30,6,8,0,0,1,6,0,24,0,0,0,0,6533,1,0,0,1,4.8,3.831401845392172,0,0
http://www.dropbox.com/help?lang=758,36,7,5,8,0,1,8,3,25,0,0,0,0,11019,0,0,0,1,4.166666666666667,4.41938194564637,0,0
https://www.youtube.com/?id=283,31,7,1,6,0,1,8,3,20,0,0,0,0,7499,1,0,0,0,4.0,4.300497519854926,0,0
https://www.dropbox.com/about,29,7,6,0,0,1,6,0,23,0,0,0,0,0,1,0,0,1,4.6,3.883337460421007,0,0
http://www.dropbox.com/download?lang=98,39,7,9,7,0,1,8,2,29,0,0,0,0,0,0,0,0,1,4.833333333333333,4.23105823222728,0,0
https://www.netflix.com/support,31,7,8,0,0,1,6,0,25,0,0,0,0,0,1,0,0,1,5.0,4.042433003725894,0,0
http://www.spotify.com/signup,29,7,7,0,0,1,6,0,23,0,0,0,0,0,0,0,0,1,4.6,3.9262723741395082,0,0
https://www.youtube.com/news?lang=115,37,7,5,8,0,1,8,3,26,0,0,0,0,0,1,0,0,1,4.333333333333333,4.357837824971465,0,0
http://www.spotify.com/products?category=420,44,7,9,12,0,1,8,3,33,0,0,0,0,0,0,0,0,1,5.5,4.399677289476145,0,0
http://www.dropbox.com/help?category=784,40,7,5,12,0,1,8,3,29,0,0,0,0,0,0,0,0,1,4.833333333333333,4.396439344671015,0,0
http://www.spotify.com/help,27,7,5,0,0,1,6,0,21,0,0,0,0,0,0,0,0,1,4.2,3.8282375018429557,0,0
https://www.slack.com/contact,29,5,8,0,0,1,6,0,23,0,0,0,0,0,1,0,0,1,4.6,3.702471512219747,0,0
https://www.dropbox.com/blog,28,7,5,0,0,1,6,0,22,0,0,0,0,0,1,0,0,1,4.4,3.896291529045928,0,0
http://www.facebook.com/news?lang=710,37,8,5,8,0,1,8,3,26,0,0,0,0,0,0,0,0,1,4.333333333333333,4.411891879025521,0,0
https://www.ibm.com/blog?category=213,37,3,5,12,0,1,8,3,26,0,0,0,0,0,1,0,0,1,4.333333333333333,4.425141203232902,0,0
https://www.youtube.com/products?category=459,45,7,9,12,0,1,8,3,34,0,0,0,0,0,1,0,0,1,5.666666666666667,4.366759974483214,0,0
http://www.facebook.com/?ref=725,32,8,1,7,0,1,8,3,21,0,0,0,0,0,0,0,0,0,4.2,4.241729296672174,0,0
http://www.wikipedia.org,24,9,0,0,0,1,5,0,19,0,0,0,0,0,0,0,0,0,4.75,3.7201755214643453,0,0
http://www.amazon.com/support,29,6,8,0,0,1,6,0,23,0,0,0,0,0,0,0,0,1,4.6,3.8312762533752505,0,0
http://www.spotify.com/help?category=406,40,7,5,12,0,1,8,3,29,0,0,0,0,0,0,0,0,1,4.833333333333333,4.396439344671015,0,0
https://www.netflix.com/blog,28,7,5,0,0,1,6,0,22,0,0,0,0,0,1,0,0,1,4.4,4.0836169753972325,0,0
https://www.google.com/news,27,6,5,0,0,1,6,0,21,0,0,0,0,0,1,0,0,1,4.2,3.736006946447657,0,0
https://www.ibm.com/help,24,3,5,0,0,1,6,0,18,0,0,0,0,0,1,0,0,1,3.6,3.772055208874201,0,0
https://www.wikipedia.org/download,34,9,9,0,0,1,6,0,28,0,0,0,0,0,1,0,0,1,5.6,3.9513101799829657,0,0
https://www.salesforce.com/contact,34,10,8,0,0,1,6,0,28,0,0,0,0,0,1,0,0,1,5.6,3.8810054880546376,0,0
http://www.google.com/news?page=450,35,6,5,8,0,1,8,3,24,0,0,0,0,0,0,0,0,1,4.0,4.185867302411997,0,0
https://www.amazon.com/login,28,6,6,0,0,1,6,0,22,1,0,0,0,0,1,0,0,1,4.4,3.940759832540089,0,0
https://www.dropbox.com/news,28,7,5,0,0,1,6,0,22,0,0,0,0,0,1,0,0,1,4.4,3.8962915290459277,0,0
http://www.dropbox.com/help,27,7,5,0,0,1,6,0,21,0,0,0,0,0,0,0,0,1,4.2,3.8282375018429557,0,0
https://www.slack.com/login,27,5,6,0,0,1,6,0,21,1,0,0,0,0,1,0,0,1,4.2,3.958229168669879,0,0
https://www.facebook.com/download?id=948,40,8,9,6,0,1,8,3,29,0,0,0,0,0,1,0,0,1,4.833333333333333,4.393942707918268,0,0
